hello,tell,变量3,变量4,变量5,变量6,变量7,变量8,变量9,变量10
0,11760,0.00,0,0,0,0,0,0.000,0
0,11736,0.00,0,0,0,0,0,0.000,0
0,11760,0.00,0,0,0,0,0,0.000,0
0,11768,0.00,0,0,0,0,0,0.000,0
0,11770,0.00,0,0,0,0,0,0.000,0
0,11782,0.00,0,0,0,0,0,0.000,0
0,11787,0.00,0,0,0,0,0,0.000,0
0,11782,0.00,0,0,0,0,0,0.000,0
0,11754,0.00,0,0,0,0,0,0.000,0
0,11731,0.00,0,0,0,0,0,0.000,0
0,11743,0.00,0,0,0,0,0,0.000,0
0,11719,0.00,0,0,0,0,0,0.000,0
0,11735,0.00,0,0,0,0,0,0.000,0
0,11751,0.00,0,0,0,0,0,0.000,0
0,11755,0.00,0,0,0,0,0,0.000,0
0,11756,0.00,0,0,0,0,0,0.000,0
0,11761,0.00,0,0,0,0,0,0.000,0
0,11756,0.00,0,0,0,0,0,0.000,0
0,11757,0.00,0,0,0,0,0,0.000,0
